candidate_id,kind,curvature_radius_m,freeform_seed,direction_mode,tile_x,tile_y,exposure_norm,metric_status
cylinder_r0p45,cylinder,0.45,0,cross_xy,3,1,1.119572207430984,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,3,2,1.1203620367251128,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,3,3,1.1195722074309842,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,3,4,0.9692329537586275,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,4,0,0.8352012232898548,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,4,1,0.9716386249281135,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,4,2,0.972800619358732,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,4,3,0.9716386249281137,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,4,4,0.8352012232898549,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p60,cylinder,0.6,0,same_xx,0,0,0.8353936212078955,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p60,cylinder,0.6,0,same_xx,0,1,0.9284791902158611,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
